
 control points: 
-0.038185, -0.776986, 0.561485
0.437982, 0.0366778, 1.4022
-0.891439, 0.515229, 1.72634
1.57304, 0.368935, -0.0754957
1.43503, -0.410025, 0.305085
2.02584, 0.75249, 1.19776
1.42796, 0.407407, 1.51561

 control points: 
0.563127, -0.20357, 0.416185
0.734483, 0.305128, 0.547085
-0.744111, -0.126011, 0.615704
1.53818, 0.695765, 0.980211
1.86305, 0.451093, 0.0947082
1.712, -0.467993, 1.23007
2.65513, 0.0017115, 0.0552168

 control points: 
0.329644, -0.331832, 1.66965
0.185355, -0.824746, 1.49995
-0.709734, 0.692148, 0.820605
1.41137, -0.370421, 0.249156
2.57688, 0.40623, 0.554408
1.83926, 0.485602, 0.592888
2.1411, -0.243583, 1.85088

 control points: 
0.441813, -0.376797, 0.60697
0.347302, 0.495736, 0.83534
1.07231, -0.70328, 0.189211
1.21738, 0.66137, -0.0271822
1.68966, 0.280525, 0.57653
1.70377, -0.496805, 1.92363
1.6045, -1.01363, 0.822283

 control points: 
-0.957749, -0.0929245, 0.740747
0.851582, 0.464022, 0.611388
1.03099, 0.733819, 1.57032
2.19612, -0.147822, 1.23748
2.77094, 0.672136, 0.704888
3.1277, -0.81723, 1.76114
2.36283, -0.682112, 1.89183

 control points: 
-0.580517, -0.484558, 0.0906966
0.34748, -0.194085, 1.07139
-0.280607, -0.440166, 1.78014
1.40818, 0.535181, 0.954142
1.74613, -1.01287, 0.770512
1.87184, -0.42159, 1.47563
2.10501, -0.901296, 0.597971

 control points: 
0.779452, 0.0599365, 1.68209
-0.515896, -0.416264, 0.333601
-0.540309, 0.539105, 1.9139
0.707998, 0.138066, 0.978794
1.67442, -0.228563, 0.0507772
2.14004, 0.0228863, 1.86781
2.76877, 0.418278, 0.252221

 control points: 
-0.769429, -0.57441, 1.32903
0.740326, -0.247897, 0.588289
-0.217139, 0.566164, 0.92115
2.0377, 0.631969, 0.776618
2.46883, 0.454687, -0.0132824
2.04808, 0.145775, 0.832357
2.72848, -0.646622, 0.59242

 control points: 
0.399606, -0.0947008, 0.0695169
-0.10116, -0.481832, 1.62029
1.02696, -0.722084, 0.334374
1.18529, 0.535158, 1.05777
3.03147, 0.486697, 0.291523
2.67732, 0.186932, 1.103
2.34198, 0.731967, 1.14563

 control points: 
-0.266159, -0.445084, 0.0963805
0.362939, -0.349274, 1.67448
1.66661, 0.751362, 0.38574
0.998065, 0.435118, 0.524994
3.00297, -1.03868, 1.74058
1.84426, 0.252124, 1.68606
2.36137, 0.654729, 1.94825

 control points: 
0.0822231, 0.271008, 0.375529
0.8652, -0.302777, 1.0565
1.72518, -0.457748, 1.40775
1.78353, -0.154567, 0.894139
1.9845, -0.802979, 0.902443
1.8544, -0.504436, 0.799826
2.29012, 0.583422, 1.53849

 control points: 
-0.523965, 0.557117, 1.08023
-0.525418, 0.587715, 1.16812
0.692416, 0.747296, 1.15793
2.81415, -0.716312, 1.04944
3.88976, -0.00652004, 0.564035
3.98133, 0.107673, 1.74906
2.36935, 0.570688, 1.26167

 control points: 
1.06576, -0.104608, 1.15216
-0.178217, 0.609063, 1.27629
1.856, -0.230086, 0.571104
